"data";"numeracaoItem";"tipo";"url";"arquivo_pdf";"baixado"
"2021-04-13";"26.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219879_1.pdf";"area20219879_1.pdf";"True"
"2021-04-13";"27.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/ren2021930.html";"ren2021930.html";"True"
"2021-04-13";"27.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/ren2021930.pdf";"ren2021930.pdf";"True"
"2021-04-13";"27.";"Voto :";"http://www2.aneel.gov.br/cedoc/aren2021930_1.pdf";"aren2021930_1.pdf";"True"
"2021-04-12";"1.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/com2021005scg.pdf";"com2021005scg.pdf";"True"
"2021-04-12";"2.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021964ti.pdf";"dsp2021964ti.pdf";"True"
"2021-04-12";"3.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021982.pdf";"dsp2021982.pdf";"True"
"2021-04-12";"4.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp2021984ti.pdf";"dsp2021984ti.pdf";"True"
"2021-04-12";"5.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021985.pdf";"dsp2021985.pdf";"True"
"2021-04-12";"6.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp2021986ti.pdf";"dsp2021986ti.pdf";"True"
"2021-04-12";"7.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp2021987ti.pdf";"dsp2021987ti.pdf";"True"
"2021-04-12";"8.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp2021988ti.pdf";"dsp2021988ti.pdf";"True"
"2021-04-12";"9.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp2021989ti.pdf";"dsp2021989ti.pdf";"True"
"2021-04-12";"10.";"Texto Integral :";"http://www2.aneel.gov.br/cedoc/dsp2021990ti.pdf";"dsp2021990ti.pdf";"True"
"2021-04-09";"1.";"Texto Integral:";"http://www.planalto.gov.br/ccivil_03/_ato2019-2022/2021/decreto/D10670.htm";"D10670.htm";"True"
"2021-04-09";"2.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021859ti.pdf";"dsp2021859ti.pdf";"True"
"2021-04-09";"3.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021926.pdf";"dsp2021926.pdf";"True"
"2021-04-09";"3.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021926_1.pdf";"adsp2021926_1.pdf";"True"
"2021-04-09";"4.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021927.pdf";"dsp2021927.pdf";"True"
"2021-04-09";"4.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021927_1.pdf";"adsp2021927_1.pdf";"True"
"2021-04-09";"5.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021928.pdf";"dsp2021928.pdf";"True"
"2021-04-09";"5.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021928_1.pdf";"adsp2021928_1.pdf";"True"
"2021-04-09";"6.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021929.pdf";"dsp2021929.pdf";"True"
"2021-04-09";"6.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021929_1.pdf";"adsp2021929_1.pdf";"True"
"2021-04-09";"7.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021930.pdf";"dsp2021930.pdf";"True"
"2021-04-09";"7.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021930_1.pdf";"adsp2021930_1.pdf";"True"
"2021-04-09";"8.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021951.pdf";"dsp2021951.pdf";"True"
"2021-04-09";"9.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021953.pdf";"dsp2021953.pdf";"True"
"2021-04-09";"9.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021953_1.pdf";"adsp2021953_1.pdf";"True"
"2021-04-09";"10.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021961ti.pdf";"dsp2021961ti.pdf";"True"
"2021-04-09";"11.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021962ti.pdf";"dsp2021962ti.pdf";"True"
"2021-04-09";"12.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021963ti.pdf";"dsp2021963ti.pdf";"True"
"2021-04-09";"13.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021965ti.pdf";"dsp2021965ti.pdf";"True"
"2021-04-09";"14.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021966ti.pdf";"dsp2021966ti.pdf";"True"
"2021-04-09";"15.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021967ti.pdf";"dsp2021967ti.pdf";"True"
"2021-04-09";"16.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021968ti.pdf";"dsp2021968ti.pdf";"True"
"2021-04-09";"17.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021969ti.pdf";"dsp2021969ti.pdf";"True"
"2021-04-09";"18.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2021065.pdf";"prt2021065.pdf";"True"
"2021-04-09";"19.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2021066.pdf";"prt2021066.pdf";"True"
"2021-04-09";"20.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2021067.pdf";"prt2021067.pdf";"True"
"2021-04-09";"21.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2021068.pdf";"prt2021068.pdf";"True"
"2021-04-09";"22.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2021069.pdf";"prt2021069.pdf";"True"
"2021-04-09";"23.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2021070.pdf";"prt2021070.pdf";"True"
"2021-04-09";"24.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2021071.pdf";"prt2021071.pdf";"True"
"2021-04-09";"25.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2021073.pdf";"prt2021073.pdf";"True"
"2021-04-09";"26.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2021074.pdf";"prt2021074.pdf";"True"
"2021-04-09";"27.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2021075.pdf";"prt2021075.pdf";"True"
"2021-04-09";"28.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219861ti.pdf";"rea20219861ti.pdf";"True"
"2021-04-09";"28.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219861_1.pdf";"area20219861_1.pdf";"True"
"2021-04-09";"29.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219876ti.pdf";"rea20219876ti.pdf";"True"
"2021-04-09";"29.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219876_1.pdf";"area20219876_1.pdf";"True"
"2021-04-08";"1.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021849.pdf";"dsp2021849.pdf";"True"
"2021-04-08";"1.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021849_1.pdf";"adsp2021849_1.pdf";"True"
"2021-04-08";"2.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021854.pdf";"dsp2021854.pdf";"True"
"2021-04-08";"2.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021854_1.pdf";"adsp2021854_1.pdf";"True"
"2021-04-08";"3.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021898ti.pdf";"dsp2021898ti.pdf";"True"
"2021-04-08";"4.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021912.pdf";"dsp2021912.pdf";"True"
"2021-04-08";"5.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021931.pdf";"dsp2021931.pdf";"True"
"2021-04-08";"5.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021931_1.pdf";"adsp2021931_1.pdf";"True"
"2021-04-08";"6.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021936ti.pdf";"dsp2021936ti.pdf";"True"
"2021-04-08";"7.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021940ti.pdf";"dsp2021940ti.pdf";"True"
"2021-04-08";"8.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021941ti.pdf";"dsp2021941ti.pdf";"True"
"2021-04-08";"9.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021942ti.pdf";"dsp2021942ti.pdf";"True"
"2021-04-08";"10.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021950.pdf";"dsp2021950.pdf";"True"
"2021-04-08";"10.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021950_1.pdf";"adsp2021950_1.pdf";"True"
"2021-04-08";"11.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021952ti.pdf";"dsp2021952ti.pdf";"True"
"2021-04-08";"12.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021955.pdf";"dsp2021955.pdf";"True"
"2021-04-08";"12.";"Decisão:";"http://www2.aneel.gov.br/cedoc/adsp2021955.pdf";"adsp2021955.pdf";"True"
"2021-04-08";"13.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021956.pdf";"dsp2021956.pdf";"True"
"2021-04-08";"13.";"Decisão:";"http://www2.aneel.gov.br/cedoc/adsp2021956.pdf";"adsp2021956.pdf";"True"
"2021-04-08";"14.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021957.pdf";"dsp2021957.pdf";"True"
"2021-04-08";"15.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021958ti.pdf";"dsp2021958ti.pdf";"True"
"2021-04-08";"16.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021959ti.pdf";"dsp2021959ti.pdf";"True"
"2021-04-08";"17.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021960.pdf";"dsp2021960.pdf";"True"
"2021-04-08";"17.";"Nota Técnica nº 27/2021–SFG/ANEEL:";"http://www2.aneel.gov.br/cedoc/ndsp2021960.pdf";"ndsp2021960.pdf";"True"
"2021-04-08";"18.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2021005mme.pdf";"prt2021005mme.pdf";"True"
"2021-04-08";"19.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/prt2021506mme.pdf";"prt2021506mme.pdf";"True"
"2021-04-08";"20.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219828ti.pdf";"rea20219828ti.pdf";"True"
"2021-04-08";"20.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219828_3.pdf";"area20219828_3.pdf";"True"
"2021-04-08";"21.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219829ti.pdf";"rea20219829ti.pdf";"True"
"2021-04-08";"21.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219829_3.pdf";"area20219829_3.pdf";"True"
"2021-04-08";"22.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219830ti.pdf";"rea20219830ti.pdf";"True"
"2021-04-08";"22.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219830_3.pdf";"area20219830_3.pdf";"True"
"2021-04-08";"23.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219831ti.pdf";"rea20219831ti.pdf";"True"
"2021-04-08";"23.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219831_3.pdf";"area20219831_3.pdf";"True"
"2021-04-08";"24.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219832ti.pdf";"rea20219832ti.pdf";"True"
"2021-04-08";"24.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219832_3.pdf";"area20219832_3.pdf";"True"
"2021-04-08";"25.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219833ti.pdf";"rea20219833ti.pdf";"True"
"2021-04-08";"25.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219833_3.pdf";"area20219833_3.pdf";"True"
"2021-04-08";"26.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219834ti.pdf";"rea20219834ti.pdf";"True"
"2021-04-08";"26.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219834_3.pdf";"area20219834_3.pdf";"True"
"2021-04-08";"27.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219835ti.pdf";"rea20219835ti.pdf";"True"
"2021-04-08";"27.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219835_3.pdf";"area20219835_3.pdf";"True"
"2021-04-08";"28.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219836ti.pdf";"rea20219836ti.pdf";"True"
"2021-04-08";"28.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219836_3.pdf";"area20219836_3.pdf";"True"
"2021-04-08";"29.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219837ti.pdf";"rea20219837ti.pdf";"True"
"2021-04-08";"29.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219837_3.pdf";"area20219837_3.pdf";"True"
"2021-04-08";"30.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219838ti.pdf";"rea20219838ti.pdf";"True"
"2021-04-08";"30.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219838_3.pdf";"area20219838_3.pdf";"True"
"2021-04-08";"31.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219839ti.pdf";"rea20219839ti.pdf";"True"
"2021-04-08";"31.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219839_3.pdf";"area20219839_3.pdf";"True"
"2021-04-08";"32.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219840ti.pdf";"rea20219840ti.pdf";"True"
"2021-04-08";"32.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219840_3.pdf";"area20219840_3.pdf";"True"
"2021-04-08";"33.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219841ti.pdf";"rea20219841ti.pdf";"True"
"2021-04-08";"33.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219841_3.pdf";"area20219841_3.pdf";"True"
"2021-04-08";"34.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219842ti.pdf";"rea20219842ti.pdf";"True"
"2021-04-08";"34.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219842_3.pdf";"area20219842_3.pdf";"True"
"2021-04-08";"35.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219843ti.pdf";"rea20219843ti.pdf";"True"
"2021-04-08";"35.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219843_3.pdf";"area20219843_3.pdf";"True"
"2021-04-08";"36.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219844ti.pdf";"rea20219844ti.pdf";"True"
"2021-04-08";"36.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219844_3.pdf";"area20219844_3.pdf";"True"
"2021-04-08";"37.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219845ti.pdf";"rea20219845ti.pdf";"True"
"2021-04-08";"37.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219845_3.pdf";"area20219845_3.pdf";"True"
"2021-04-08";"38.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219846ti.pdf";"rea20219846ti.pdf";"True"
"2021-04-08";"38.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219846_3.pdf";"area20219846_3.pdf";"True"
"2021-04-08";"39.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219847ti.pdf";"rea20219847ti.pdf";"True"
"2021-04-08";"39.";"Voto-Vista:";"http://www2.aneel.gov.br/cedoc/area20219847_3.pdf";"area20219847_3.pdf";"True"
"2021-04-08";"40.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219848ti.pdf";"rea20219848ti.pdf";"True"
"2021-04-08";"40.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219848_1.pdf";"area20219848_1.pdf";"True"
"2021-04-08";"41.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219849ti.pdf";"rea20219849ti.pdf";"True"
"2021-04-08";"41.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219849_1.pdf";"area20219849_1.pdf";"True"
"2021-04-08";"42.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219850ti.pdf";"rea20219850ti.pdf";"True"
"2021-04-08";"42.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219850_1.pdf";"area20219850_1.pdf";"True"
"2021-04-08";"43.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219851ti.pdf";"rea20219851ti.pdf";"True"
"2021-04-08";"43.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219851_1.pdf";"area20219851_1.pdf";"True"
"2021-04-08";"44.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219852ti.pdf";"rea20219852ti.pdf";"True"
"2021-04-08";"44.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219852_1.pdf";"area20219852_1.pdf";"True"
"2021-04-08";"45.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219853ti.pdf";"rea20219853ti.pdf";"True"
"2021-04-08";"45.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219853_1.pdf";"area20219853_1.pdf";"True"
"2021-04-08";"46.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219854ti.pdf";"rea20219854ti.pdf";"True"
"2021-04-08";"46.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219854_1.pdf";"area20219854_1.pdf";"True"
"2021-04-08";"47.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219857ti.pdf";"rea20219857ti.pdf";"True"
"2021-04-08";"47.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219857_1.pdf";"area20219857_1.pdf";"True"
"2021-04-08";"48.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219859ti.pdf";"rea20219859ti.pdf";"True"
"2021-04-08";"48.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219859_1.pdf";"area20219859_1.pdf";"True"
"2021-04-08";"49.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219860ti.pdf";"rea20219860ti.pdf";"True"
"2021-04-08";"49.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219860_1.pdf";"area20219860_1.pdf";"True"
"2021-04-08";"50.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/reh20212829ti.pdf";"reh20212829ti.pdf";"True"
"2021-04-08";"50.";"Voto:";"http://www2.aneel.gov.br/cedoc/areh20212829_1.pdf";"areh20212829_1.pdf";"True"
"2021-04-08";"51.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/reh20212831ti.pdf";"reh20212831ti.pdf";"True"
"2021-04-08";"51.";"Voto:";"http://www2.aneel.gov.br/cedoc/areh20212831_1.pdf";"areh20212831_1.pdf";"True"
"2021-04-08";"52.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/reh20212841ti.pdf";"reh20212841ti.pdf";"True"
"2021-04-08";"52.";"Voto:";"http://www2.aneel.gov.br/cedoc/areh20212841_1.pdf";"areh20212841_1.pdf";"True"
"2021-04-07";"1.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/acp2021013ti.pdf";"acp2021013ti.pdf";"True"
"2021-04-07";"2.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/acp2021014ti.pdf";"acp2021014ti.pdf";"True"
"2021-04-07";"3.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/acp2021015ti.pdf";"acp2021015ti.pdf";"True"
"2021-04-07";"4.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/acp2021016ti.pdf";"acp2021016ti.pdf";"True"
"2021-04-07";"5.";"Texto Integral:";"https://www2.aneel.gov.br/cedoc/avs2021sn181_1.pdf";"avs2021sn181_1.pdf";"True"
"2021-04-07";"6.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021855.pdf";"dsp2021855.pdf";"True"
"2021-04-07";"6.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021855_1.pdf";"adsp2021855_1.pdf";"True"
"2021-04-07";"7.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021901.pdf";"dsp2021901.pdf";"True"
"2021-04-07";"8.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021902.pdf";"dsp2021902.pdf";"True"
"2021-04-07";"9.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021910.pdf";"dsp2021910.pdf";"True"
"2021-04-07";"9.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021910_1.pdf";"adsp2021910_1.pdf";"True"
"2021-04-07";"10.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021945ti.pdf";"dsp2021945ti.pdf";"True"
"2021-04-07";"11.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021946ti.pdf";"dsp2021946ti.pdf";"True"
"2021-04-07";"12.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021947ti.pdf";"dsp2021947ti.pdf";"True"
"2021-04-07";"13.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021948ti.pdf";"dsp2021948ti.pdf";"True"
"2021-04-07";"14.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021949ti.pdf";"dsp2021949ti.pdf";"True"
"2021-04-07";"15.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219855ti.pdf";"rea20219855ti.pdf";"True"
"2021-04-07";"15.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219855_1.pdf";"area20219855_1.pdf";"True"
"2021-04-07";"16.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/reh20212839ti.pdf";"reh20212839ti.pdf";"True"
"2021-04-07";"16.";"Voto:";"http://www2.aneel.gov.br/cedoc/areh20212839_1.pdf";"areh20212839_1.pdf";"True"
"2021-04-07";"17.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/reh20212840ti.pdf";"reh20212840ti.pdf";"True"
"2021-04-07";"17.";"Voto:";"http://www2.aneel.gov.br/cedoc/areh20212840_1.pdf";"areh20212840_1.pdf";"True"
"2021-04-06";"1.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021850.pdf";"dsp2021850.pdf";"True"
"2021-04-06";"1.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021850_1.pdf";"adsp2021850_1.pdf";"True"
"2021-04-06";"2.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021851.pdf";"dsp2021851.pdf";"True"
"2021-04-06";"2.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021851_1.pdf";"adsp2021851_1.pdf";"True"
"2021-04-06";"3.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021852.pdf";"dsp2021852.pdf";"True"
"2021-04-06";"3.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021852_1.pdf";"adsp2021852_1.pdf";"True"
"2021-04-06";"4.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021860.pdf";"dsp2021860.pdf";"True"
"2021-04-06";"5.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021886ti.pdf";"dsp2021886ti.pdf";"True"
"2021-04-06";"6.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021904.pdf";"dsp2021904.pdf";"True"
"2021-04-06";"6.";"Voto:";"http://www2.aneel.gov.br/cedoc/adsp2021904_1.pdf";"adsp2021904_1.pdf";"True"
"2021-04-06";"7.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021909ti.pdf";"dsp2021909ti.pdf";"True"
"2021-04-06";"8.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021914.pdf";"dsp2021914.pdf";"True"
"2021-04-06";"9.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021915ti.pdf";"dsp2021915ti.pdf";"True"
"2021-04-06";"10.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021919.pdf";"dsp2021919.pdf";"True"
"2021-04-06";"11.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021920.pdf";"dsp2021920.pdf";"True"
"2021-04-06";"12.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021921.pdf";"dsp2021921.pdf";"True"
"2021-04-06";"13.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021922ti.pdf";"dsp2021922ti.pdf";"True"
"2021-04-06";"14.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021923.pdf";"dsp2021923.pdf";"True"
"2021-04-06";"15.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021924.pdf";"dsp2021924.pdf";"True"
"2021-04-06";"16.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021925.pdf";"dsp2021925.pdf";"True"
"2021-04-06";"17.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021935.pdf";"dsp2021935.pdf";"True"
"2021-04-06";"18.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021937.pdf";"dsp2021937.pdf";"True"
"2021-04-06";"19.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021938.pdf";"dsp2021938.pdf";"True"
"2021-04-06";"20.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/dsp2021939ti.pdf";"dsp2021939ti.pdf";"True"
"2021-04-06";"20.";"Nota Técnica nº 55/2021–SGT/ANEEL :";"http://www2.aneel.gov.br/cedoc/ndsp2021939.pdf";"ndsp2021939.pdf";"True"
"2021-04-06";"20.";"Memória de cálculo - Encargo Conta Covid.:";"http://www2.aneel.gov.br/cedoc/adsp2021939_2.xlsx";"adsp2021939_2.xlsx";"True"
"2021-04-06";"21.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219818ti.pdf";"rea20219818ti.pdf";"True"
"2021-04-06";"21.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219818_1.pdf";"area20219818_1.pdf";"True"
"2021-04-06";"22.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219819ti.pdf";"rea20219819ti.pdf";"True"
"2021-04-06";"22.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219819_1.pdf";"area20219819_1.pdf";"True"
"2021-04-06";"23.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219820ti.pdf";"rea20219820ti.pdf";"True"
"2021-04-06";"23.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219820_1.pdf";"area20219820_1.pdf";"True"
"2021-04-06";"24.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219821ti.pdf";"rea20219821ti.pdf";"True"
"2021-04-06";"24.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219821_1.pdf";"area20219821_1.pdf";"True"
"2021-04-06";"25.";"Texto Integral:";"http://www2.aneel.gov.br/cedoc/rea20219825ti.pdf";"rea20219825ti.pdf";"True"
"2021-04-06";"25.";"Voto:";"http://www2.aneel.gov.br/cedoc/area20219825_1.pdf";"area20219825_1.pdf";"True"
